sample_key,DOI,doi_url,paper_title,sample_id,composition,material_system,n_or_p,n_rows_step22,n_pf_eval_rows_step22,n_zt_obs_eval_rows_step22,n_zt_calc_eval_rows_step22,sigma_fitting_log_rmse_step22,sigma_ML_log_rmse_step22,sigma_log_rmse_gap_ML_minus_fitting_step22,pf_fitting_mape_step22,pf_ML_mape_step22,pf_mape_gap_ML_minus_fitting_step22,zt_obs_fitting_mape_step22,zt_obs_ML_mape_step22,zt_obs_mape_gap_ML_minus_fitting_step22,zt_calc_fitting_mape_step22,zt_calc_ML_mape_step22,zt_calc_mape_gap_ML_minus_fitting_step22,zt_obs_max_step22,zt_pred_fitting_max_step22,zt_pred_ML_max_step22,zt_calc_from_obs_max_step22,sintering_method,sintering_checked,record_checked,comparison_category_step22,comparison_note_step22,n_or_p_final_step17,n_or_p_source_step17,n_or_p_confidence_final_step17,additive_final_step17,additive_source_step17,additive_confidence_final_step17,structure_final_step17,structure_source_step17,structure_confidence_final_step17,sintering_method_final_step17,sintering_condition_final_step17,sintering_checked_final_step17,sintering_source_step17,sintering_confidence_final_step17,paper_checked_step17,manual_review_status_step17,step17_check_additive,step17_check_structure,step17_check_np_type,step17_check_sintering,nanocarbon_keyword_detected_step9,nanocarbon_type_auto_step9,rare_metal_flag_auto_step9,toxicity_flag_auto_step9,target_quality_step18,sigma_fit_log_rmse_step12,validation_sigma_log_rmse_step13,n_or_p_final_step17__step17,n_or_p_source_step17__step17,n_or_p_confidence_final_step17__step17,additive_final_step17__step17,additive_source_step17__step17,additive_confidence_final_step17__step17,structure_final_step17__step17,structure_source_step17__step17,structure_confidence_final_step17__step17,sintering_method_final_step17__step17,sintering_condition_final_step17__step17,sintering_checked_final_step17__step17,sintering_source_step17__step17,sintering_confidence_final_step17__step17,paper_checked_step17__step17,manual_review_status_step17__step17,step17_check_additive__step17,step17_check_structure__step17,step17_check_np_type__step17,step17_check_sintering__step17,nanocarbon_keyword_detected_step9__step17,nanocarbon_type_auto_step9__step17,rare_metal_flag_auto_step9__step17,toxicity_flag_auto_step9__step17,target_log_tau_eff_step18,pred_log_tau_eff_step19,residual_log_tau_eff_step19,abs_error_log_tau_eff_step19,tau_eff_ratio_pred_true_step19,residual_category_step19,manual_review_status_step17__step19,paper_checked_step17__step19,manual_review_priority_score_step15,manual_review_priority_tier_step15,pf_zt_problem_reason_step15,sintering_check_reason_step15,missing_additive_info_step23,missing_structure_info_step23,missing_sintering_info_step23,missing_np_paper_confirmation_step23,manual_annotation_needed_step23,error_pattern_step23,primary_error_source_hypothesis_step23,secondary_error_source_hypothesis_step23,error_cause_note_step23,step23_review_priority_score,step23_review_priority_tier,step23_review_reason,sintering_check_reason_step23
10.1063_1.4916238__sample_5421,10.1063/1.4916238,https://doi.org/10.1063/1.4916238,,5421,Yb0.15Co4Sb12,unknown,n,20,10,2,5,0.3414091526899163,1.6482647054607948,1.3068555527708785,0.3137308224167173,4.501587420405045,4.187856597988327,0.7312329039445538,6.435058662991168,5.703825759046614,0.4424836110245874,5.419657284254105,4.977173673229517,0.3302583,0.2480916254237933,1.2442855198790117,0.3280730083325042,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.3414091526899163,0.4467136158168355,,,,,,,,,,,,,,,,,,,,,,,,,-1.260950624777142,0.4332426047448079,1.69419322952195,1.69419322952195,5.442253544119752,large_over_prediction,unknown,no,10,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check sintering method for high-ZT or large-error sample; do not infer cause from unknown
10.1063_1.4942890__sample_9346,10.1063/1.4942890,https://doi.org/10.1063/1.4942890,,9346,(SnSe0.95)0.994(BiCl3)0.006,unknown,n,15,13,13,13,0.3686279097564553,3.3669488311340747,2.998320921377619,0.3356965408346888,31.39770970300142,31.06201316216673,0.3812547743797988,32.61486794710813,32.23361317272833,0.3356965408348512,31.39770970299767,31.062013162162817,0.6318498,0.5544306862184978,15.750861061749562,0.6282140905882563,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.3686279097564553,0.30831367246644,,,,,,,,,,,,,,,,,,,,,,,,,-3.355646907096824,1.1178899464506382,4.473536853547462,4.473536853547462,87.66623798102945,large_over_prediction,unknown,no,0,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check sintering method for high-ZT or large-error sample; do not infer cause from unknown
10.1134_s1063782614040095__sample_17148,10.1134/s1063782614040095,https://doi.org/10.1134/s1063782614040095,,17148,Zn0.97Cd0.03Sb,unknown,p,8,4,3,4,0.210174641782611,0.5709087220013118,0.3607340802187008,0.1996577285186769,0.8053217312089034,0.6056640026902265,0.1844214135235935,0.7338523424732618,0.5494309289496683,0.1996577285186669,0.805321731208871,0.605664002690204,0.9187156,0.7703318151425355,1.3098072180857705,0.9551946106055782,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.2101746417826111,0.2518603350584589,,,,,,,,,,,,,,,,,,,,,,,,,-0.1510850580113147,-0.127844118304559,0.0232409397067556,0.0232409397067556,1.0235131147908796,good,unknown,no,0,low,no major issue,,True,True,True,True,True,both_poor,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check sintering method for high-ZT or large-error sample; do not infer cause from unknown
10.1063_1.4984914__sample_49638,10.1063/1.4984914,https://doi.org/10.1063/1.4984914,,49638,((Bi2Te3)0.25(Sb2Te3)0.75)74.24(ZrO2)25.76,unknown,p,9,9,5,5,0.0363964323090201,0.4759948875827196,0.4395984552736994,0.0284310459351062,0.6084482349384395,0.5800171890033332,0.0172363938559232,0.6129447773152711,0.5957083834593478,0.0159813768183781,0.607771527776162,0.5917901509577838,0.9121422,0.885914059795306,1.423994584235576,0.9022129039984566,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.0363964323090201,0.0169983843001434,,,,,,,,,,,,,,,,,,,,,,,,,-0.2977839726445336,0.1860866036005229,0.4838705762450566,0.4838705762450566,1.6223416625143876,moderate_error,unknown,no,0,low,no major issue,,True,True,True,True,True,both_poor,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check sintering method for high-ZT or large-error sample; do not infer cause from unknown
10.1088_0022-3727_42_1_015406__sample_15573,10.1088/0022-3727/42/1/015406,https://doi.org/10.1088/0022-3727/42/1/015406,,15573,PbTe,unknown,n,14,14,1,1,0.0838703883211876,0.7820189629246245,0.6981485746034368,0.066544454212416,1.183806908446077,1.1172624542336609,0.0993444988056155,0.959865838092844,0.8605213392872285,0.1257399839230337,0.9024281058046236,0.77668812188159,0.731482,0.6588132873246707,1.4336065829798297,0.7535667595561999,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.0838703883211876,0.1394648889846714,,,,,,,,,,,,,,,,,,,,,,,,,-1.4120486933878025,-0.7589694067725851,0.6530792866152174,0.6530792866152174,1.9214484191632355,large_over_prediction,unknown,no,10,low,no major issue,,True,True,True,True,True,both_poor,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check sintering method for high-ZT or large-error sample; do not infer cause from unknown
10.1088_0022-3727_42_1_015406__sample_15574,10.1088/0022-3727/42/1/015406,https://doi.org/10.1088/0022-3727/42/1/015406,,15574,PbTe,unknown,n,14,14,1,1,0.1614605886354934,0.8361508628958293,0.6746902742603359,0.1390338238093147,1.3014819911881763,1.1624481673788618,0.2226236806871615,0.7657632644975663,0.5431395838104047,0.2212795046197813,0.7688164790885315,0.5475369744687502,0.8351803,0.6492493875765922,1.4747306929720567,0.8337386667338057,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.1614605886354934,0.2791261179627167,,,,,,,,,,,,,,,,,,,,,,,,,-1.454953990140364,-0.7589694067725851,0.695984583367779,0.695984583367779,2.005682864090272,large_over_prediction,unknown,no,10,low,no major issue,,True,True,True,True,True,both_poor,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check sintering method for high-ZT or large-error sample; do not infer cause from unknown
10.1134_s1063782614040095__sample_17149,10.1134/s1063782614040095,https://doi.org/10.1134/s1063782614040095,,17149,Zn0.97Cd0.03Sb,unknown,p,9,6,2,5,0.0642767613881208,0.4469808543422516,0.3827040929541307,0.0533906680752874,0.5193940163816444,0.466003348306357,0.053026593449957,0.6181703085309758,0.5651437150810188,0.0416677167221739,0.5468690118374793,0.5052012951153053,0.8803808,0.8944847576945408,1.3921199519706666,0.911595655855231,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.0642767613881208,0.1303263232354284,,,,,,,,,,,,,,,,,,,,,,,,,-0.0626063119925274,-0.127844118304559,-0.0652378063120316,0.0652378063120316,0.936844649314158,good,unknown,no,10,low,no major issue,,True,True,True,True,True,both_poor,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check sintering method for high-ZT or large-error sample; do not infer cause from unknown
10.1007_s10854-020-03214-z__sample_32405,10.1007/s10854-020-03214-z,https://doi.org/10.1007/s10854-020-03214-z,,32405,PbS,unknown,n,20,20,20,20,0.2022079143663416,0.9611643643752226,0.758956450008881,0.1769978207082516,1.611654393535304,1.4346565728270524,0.2599246459296734,1.906227660646207,1.6463030147165334,0.1769978207082543,1.6116543935351824,1.434656572826928,0.3298653,0.5144914191428638,1.3166323171677567,0.3810406549771475,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,False,True,medium,0.2022079143663416,0.3273342729306956,,,,,,,,,,,,,,,,,,,,,,,,,-2.3199750186520367,-2.2103463494812865,0.1096286691707502,0.1096286691707502,1.1158636389476555,good,unknown,no,0,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,insufficient_material_features,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check sintering method for high-ZT or large-error sample; do not infer cause from unknown
10.1088_0022-3727_42_1_015406__sample_15575,10.1088/0022-3727/42/1/015406,https://doi.org/10.1088/0022-3727/42/1/015406,,15575,PbTe,unknown,n,14,14,1,1,0.0712543791893312,0.652112903123526,0.5808585239341948,0.0612059633061551,0.9170111076475128,0.8558051443413576,0.1100666079685224,0.7016522322428606,0.5915856242743381,0.1050468307404174,0.7112506080337362,0.6062037772933188,0.709187,0.6311291924946275,1.2067896416276176,0.7052091820813112,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.0712543791893312,0.1092936982451635,,,,,,,,,,,,,,,,,,,,,,,,,-1.2827485661983526,-0.7589694067725851,0.5237791594257676,0.5237791594257676,1.6883963268890547,large_over_prediction,unknown,no,10,low,no major issue,,True,True,True,True,True,both_poor,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check sintering method for high-ZT or large-error sample; do not infer cause from unknown
10.1088_0953-8984_25_7_075804__sample_9461,10.1088/0953-8984/25/7/075804,https://doi.org/10.1088/0953-8984/25/7/075804,,9461,GeBi4Te7,unknown,n,96,93,47,92,0.5889311323770261,1.5188219094465345,0.9298907770695082,0.5228061283019848,3.6986694475217377,3.175863319219753,0.5439193685228237,4.421727107205203,3.877807738682379,0.5214877213304578,3.734054581047133,3.2125668597166754,0.1086003,0.259275760987592,1.0514075900425863,0.1184680129239307,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,low,0.5889311323770261,0.8040438114028864,,,,,,,,,,,,,,,,,,,,,,,,,-1.1839329407079515,-0.2677352589505173,0.9161976817574342,0.9161976817574342,2.4997673855307685,large_over_prediction,unknown,no,0,low,no major issue,,True,True,True,True,True,both_poor,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check sintering method for high-ZT or large-error sample; do not infer cause from unknown
10.1088_0953-8984_25_7_075804__sample_9466,10.1088/0953-8984/25/7/075804,https://doi.org/10.1088/0953-8984/25/7/075804,,9466,GeBi3SbTe7,unknown,p,113,96,40,93,0.1681990805562117,1.2002903681571948,1.0320912876009831,0.1101272192452081,2.348367037868675,2.238239818623467,0.1247990868746914,2.461023755217313,2.336224668342622,0.1130208592413633,2.3524107327506933,2.23938987350933,0.1878583,0.431254092707386,1.4153673107053089,0.1927949794222815,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.1681990805562117,0.3501957894082959,,,,,,,,,,,,,,,,,,,,,,,,,-0.7670227927303866,-0.0627598169293474,0.7042629758010392,0.7042629758010392,2.0223556104870406,large_over_prediction,unknown,no,0,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,insufficient_material_features,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check sintering method for high-ZT or large-error sample; do not infer cause from unknown
10.1063_1.4942890__sample_9347,10.1063/1.4942890,https://doi.org/10.1063/1.4942890,,9347,(SnSe0.95)0.9986(BiCl3)0.004,unknown,n,15,14,14,14,0.3123956738426554,3.117023449679148,2.8046277758364924,0.277024673936972,22.91772312636937,22.6406984524324,0.31587084176669,23.885632796057727,23.56976195429104,0.2770246739369625,22.91772312636525,22.64069845242828,0.6795549,0.6519118031268386,14.490357318027456,0.6613137815375607,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.3123956738426554,0.2113314402017971,,,,,,,,,,,,,,,,,,,,,,,,,-3.1102678035571345,1.1178899464506382,4.228157750007773,4.228157750007773,68.59075439102648,large_over_prediction,unknown,no,0,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check sintering method for high-ZT or large-error sample; do not infer cause from unknown
10.1016_j.jallcom.2020.155473__sample_31157,10.1016/j.jallcom.2020.155473,https://doi.org/10.1016/j.jallcom.2020.155473,,31157,BiSb(Se0.96Br0.04)3,unknown,n,9,8,6,7,0.1099864648699912,1.4610390647143945,1.351052599844403,0.0876446883897557,3.382227606474398,3.294582918084642,0.089704446209506,3.2370722319624634,3.1473677857529574,0.0842061556651415,3.4635376397934707,3.379331484128329,0.6910056,0.8501470701518956,3.64934387982825,0.6627983071792495,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.1099864648699912,0.2274786580840367,,,,,,,,,,,,,,,,,,,,,,,,,-2.316882111424111,-1.4269907939898134,0.8898913174342975,0.8898913174342975,2.434865009532788,large_over_prediction,unknown,no,0,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,insufficient_material_features,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check sintering method for high-ZT or large-error sample; do not infer cause from unknown
10.1016_j.jallcom.2020.155473__sample_31158,10.1016/j.jallcom.2020.155473,https://doi.org/10.1016/j.jallcom.2020.155473,,31158,BiSb(Se0.94Br0.06)3,unknown,n,9,8,8,8,0.06632240602316,0.8468807318551193,0.7805583258319592,0.0214514174294445,1.2764511602896642,1.2549997428602198,0.0285780415810082,1.3638848235168968,1.3353067819358886,0.0214514174294767,1.2764511602893998,1.2549997428599229,0.6341503,0.6386098529602277,1.4855991958606172,0.6421543285488913,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.06632240602316,0.1420576799690913,,,,,,,,,,,,,,,,,,,,,,,,,-1.7042685577690126,-1.4269907939898134,0.2772777637791992,0.2772777637791992,1.319532838564917,moderate_error,unknown,no,0,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,insufficient_material_features,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check sintering method for high-ZT or large-error sample; do not infer cause from unknown
10.1134_s1063782614040095__sample_17145,10.1134/s1063782614040095,https://doi.org/10.1134/s1063782614040095,,17145,Zn0.97Cd0.03Sb(ZnSn)0.025,unknown,p,8,4,1,3,0.0452010570683777,0.725379730455504,0.6801786733871262,0.029196947653862,1.0456686651049898,1.0164717174511275,0.1003773021966766,0.855566816933484,0.7551895147368074,0.0297313125629678,1.0210512739755833,0.9913199614126156,0.7179902,0.6253125069521932,1.2897730803671277,0.656544351364251,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.0452010570683777,0.0910212328169105,,,,,,,,,,,,,,,,,,,,,,,,,-0.3442412044873679,-0.127844118304559,0.2163970861828088,0.2163970861828088,1.2415953014666976,good,unknown,no,10,low,no major issue,,True,True,True,True,True,both_poor,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check sintering method for high-ZT or large-error sample; do not infer cause from unknown
10.1021_jacs.0c05650__sample_38435,10.1021/jacs.0c05650,https://doi.org/10.1021/jacs.0c05650,,38435,NaSn25SbTe27,unknown,p,12,10,6,7,0.266834018302829,1.8644269693332,1.5975929510303706,0.2182968406565852,0.8472317363368589,0.6289348956802737,0.2061455517211169,0.8684155906758025,0.6622700389546856,0.1768166042743091,0.8651940198567619,0.6883774155824528,0.8224614,0.309066159022118,0.0488288646881071,0.2796255096884841,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.266834018302829,0.3251099353096362,,,,,,,,,,,,,,,,,,,,,,,,,1.6666518168359368,-1.1643729341194855,-2.8310247509554225,2.8310247509554225,0.0589524111658138,large_under_prediction,unknown,no,0,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,90,A,ML much worse than fitting; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check sintering method for high-ZT or large-error sample; do not infer cause from unknown
10.1021_jacs.0c05650__sample_38450,10.1021/jacs.0c05650,https://doi.org/10.1021/jacs.0c05650,,38450,NaSn15BiTe17,unknown,p,13,12,1,1,0.2309025164885358,1.8548176374875949,1.6239151209990588,0.2125938842196058,0.8377492007860959,0.6251553165664901,0.0342856584825618,0.8358013363782324,0.8015156778956706,0.0149330112543725,0.8388736779372117,0.8239406666828392,0.7749101,0.5260591990459274,0.0835148556502343,0.5183191335906614,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.2309025164885358,0.2904482105942162,,,,,,,,,,,,,,,,,,,,,,,,,1.1112066364512077,-0.9162063205090902,-2.0274129569602977,2.0274129569602977,0.1316757316742357,large_under_prediction,unknown,no,10,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,90,A,ML much worse than fitting; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check sintering method for high-ZT or large-error sample; do not infer cause from unknown
10.1021_jacs.0c05650__sample_38436,10.1021/jacs.0c05650,https://doi.org/10.1021/jacs.0c05650,,38436,NaSn15SbTe17,unknown,p,12,11,4,5,0.2375755828156878,1.7429429042677995,1.5053673214521115,0.1977954463813927,0.8239350514451811,0.6261396050637884,0.1404693244374922,0.8471111554783637,0.7066418310408714,0.1160040778231444,0.8356791176052241,0.7196750397820797,0.9432208,0.4511912035188407,0.0802555437817012,0.4103557842894461,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.2375755828156875,0.2911340399340498,,,,,,,,,,,,,,,,,,,,,,,,,1.5480934467271448,-1.1643729341194855,-2.7124663808466303,2.7124663808466303,0.0663729038159101,large_under_prediction,unknown,no,0,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,90,A,ML much worse than fitting; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check sintering method for high-ZT or large-error sample; do not infer cause from unknown
10.1021_jacs.0c05650__sample_38449,10.1021/jacs.0c05650,https://doi.org/10.1021/jacs.0c05650,,38449,NaSn20BiTe22,unknown,p,13,8,5,5,0.2764971369669954,2.1697954141215146,1.893298277154519,0.2775906487808612,0.8763634007476246,0.5987727519667634,0.2451510834266813,0.8828704675119683,0.637719384085287,0.2562497372315865,0.8839104729214184,0.6276607356898319,0.7490245,1.0039025177763696,0.1166926918875948,0.6131046369019261,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.2764971369669954,0.3299877293265811,,,,,,,,,,,,,,,,,,,,,,,,,1.4229236997718933,-0.9162063205090902,-2.3391300202809835,2.3391300202809835,0.0964114777862029,large_under_prediction,unknown,no,65,B,predicted high ZT false positive; manual review required; sintering check required later,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,True,True,True,True,True,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,90,A,ML much worse than fitting; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check sintering method for high-ZT or large-error sample; do not infer cause from unknown
10.1021_jacs.0c05650__sample_38440,10.1021/jacs.0c05650,https://doi.org/10.1021/jacs.0c05650,,38440,NaSn3SbTe5,unknown,p,13,11,3,4,0.1945006328454319,0.691809728040936,0.497309095195504,0.105176651391053,0.4864765361510078,0.3812998847599547,0.0945985949857192,0.4959547310978958,0.4013561361121765,0.0562823898187853,0.4881520591500414,0.431869669331256,1.060972,0.7779657397568542,0.4005254138667558,0.7066288884217322,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate,p,existing_step6_or_step15,high,unknown,auto_step9,unknown,unknown,auto_step9,unknown,unknown,,no,unknown,unknown,no,unknown,yes,yes,yes,yes,False,unknown,True,True,medium,0.1945006328454319,0.3835777307372038,p,existing_step6_or_step15,high,unknown,auto_step9,unknown,unknown,auto_step9,unknown,unknown,,no,unknown,unknown,no,not_checked,yes,yes,yes,yes,False,unknown,True,True,0.4853233505602295,-1.1643729341194855,-1.649696284679715,1.649696284679715,0.1921082459787878,large_under_prediction,not_checked,no,90,A,observed high ZT missed; manual review required; sintering check required later,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,True,True,True,True,True,both_good,material_system_out_of_distribution,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect; tau_eff_ML_prediction_error,candidate hypothesis only; no causal mechanism proven,90,A,observed high ZT; ZT_ML false negative; missing sintering info for high-ZT/error sample; manual review not checked,check sintering method for high-ZT or large-error sample; do not infer cause from unknown
