sample_key,DOI,doi_url,paper_title,sample_id,composition,material_system,n_or_p,n_rows_step22,n_pf_eval_rows_step22,n_zt_obs_eval_rows_step22,n_zt_calc_eval_rows_step22,sigma_fitting_log_rmse_step22,sigma_ML_log_rmse_step22,sigma_log_rmse_gap_ML_minus_fitting_step22,pf_fitting_mape_step22,pf_ML_mape_step22,pf_mape_gap_ML_minus_fitting_step22,zt_obs_fitting_mape_step22,zt_obs_ML_mape_step22,zt_obs_mape_gap_ML_minus_fitting_step22,zt_calc_fitting_mape_step22,zt_calc_ML_mape_step22,zt_calc_mape_gap_ML_minus_fitting_step22,zt_obs_max_step22,zt_pred_fitting_max_step22,zt_pred_ML_max_step22,zt_calc_from_obs_max_step22,sintering_method,sintering_checked,record_checked,comparison_category_step22,comparison_note_step22
10.1007_s11664-011-1841-4__sample_4058,10.1007/s11664-011-1841-4,https://doi.org/10.1007/s11664-011-1841-4,,4058,Co4Sb11Ge0.25Te0.75,unknown,n,21,15,6,9,0.09668263205488113,0.3479607836148142,0.25127815155993305,0.08990944186281015,0.2753446444898485,0.1854352026270384,0.1356255042028525,0.25280796487760604,0.11718246067475355,0.100164207348649,0.2785786194839495,0.17841441213530052,0.9363625,1.176539621502798,0.842247353976732,0.9300335539390971,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate
10.1007_s11664-011-1841-4__sample_4059,10.1007/s11664-011-1841-4,https://doi.org/10.1007/s11664-011-1841-4,,4059,Co4Sb11Ge0.2Te0.8,unknown,n,21,13,9,11,0.09566290936112279,0.4093457260928142,0.3136828167316914,0.09775041315965222,0.31349224075284,0.21574182759318777,0.09529871292252794,0.3176110567282348,0.22231234380570686,0.10170296141148555,0.301509267576541,0.19980630616505546,0.8605829,1.109408495893206,0.7451395737826418,0.8729917871392089,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate
10.1007_s11664-011-1841-4__sample_4060,10.1007/s11664-011-1841-4,https://doi.org/10.1007/s11664-011-1841-4,,4060,Co4Sb11Ge0.15Te0.85,unknown,n,21,16,7,9,0.09825126681062435,0.45483208075360854,0.3565808139429842,0.07454017268572652,0.35445209832870905,0.2799119256429825,0.10005348068483078,0.3558053795831612,0.25575189889833044,0.08065338218697195,0.3534241022696947,0.27277072008272274,0.7940889,1.0245685152025237,0.6571639196692112,0.7964831266424894,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate
10.1007_s11664-011-1841-4__sample_4061,10.1007/s11664-011-1841-4,https://doi.org/10.1007/s11664-011-1841-4,,4061,Co4Sb11Ge0.3Te0.6Se0.1,unknown,n,21,14,4,8,0.09057020118805062,0.23149429629851692,0.1409240951104663,0.0742890590954319,0.2229966606129552,0.1487076015175233,0.0822492912648997,0.2826806737368232,0.2004313824719235,0.07270172353219488,0.23247541085524076,0.15977368732304587,0.9183672,0.9113086298747184,1.1276860222219158,0.8951760694877815,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate
10.1007_s11664-011-1841-4__sample_4062,10.1007/s11664-011-1841-4,https://doi.org/10.1007/s11664-011-1841-4,,4062,Co4Sb11Ge0.25Te0.65Se0.1,unknown,n,21,13,4,8,0.09584588378277391,0.12587471006783213,0.03002882628505822,0.06647348151203734,0.10750057929983974,0.04102709778780239,0.05753925643978709,0.11448562112550587,0.05694636468571877,0.04595078896847345,0.09112124457672602,0.04517045560825257,0.9766808,0.972223685402571,0.8960437877976466,0.9596786194215142,unknown,no,no,ML_close_to_fitting,primary DOI test sample aggregate
10.1007_s11664-011-1841-4__sample_4063,10.1007/s11664-011-1841-4,https://doi.org/10.1007/s11664-011-1841-4,,4063,Co4Sb11Ge0.2Te0.7Se0.1,unknown,n,21,13,4,11,0.09996520310436918,0.28444148715919987,0.18447628405483069,0.08523017790209769,0.2213606298795795,0.1361304519774818,0.09502388638902824,0.2171269638721778,0.12210307748314957,0.09268921453551798,0.21955577465248935,0.12686656011697137,0.9970189,1.2748385605824524,0.9767963224781252,0.998437003201524,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate
10.1007_s11664-011-1841-4__sample_4064,10.1007/s11664-011-1841-4,https://doi.org/10.1007/s11664-011-1841-4,,4064,Co4Sb11Ge0.15Te0.75Se0.1,unknown,n,21,16,6,12,0.10016398147572031,0.36614695992598123,0.2659829784502609,0.0633540377833397,0.30434906449876376,0.24099502671542405,0.07851960352151571,0.2878426088117669,0.20932300529025116,0.06678353174243577,0.29983384371650895,0.23305031197407317,0.9619,1.157137432938727,0.8136452617610093,0.9567292987956132,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate
10.1007_s11664-011-1866-8__sample_4071,10.1007/s11664-011-1866-8,https://doi.org/10.1007/s11664-011-1866-8,,4071,CoSb3,unknown,p,43,0,0,0,0.3044421068763387,0.6226398183896414,0.31819771151330273,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-011-1866-8__sample_4072,10.1007/s11664-011-1866-8,https://doi.org/10.1007/s11664-011-1866-8,,4072,(CoSb3)90.39(ZnO)9.61,unknown,p,49,0,0,0,0.4486872029460072,1.6366528860349827,1.1879656830889755,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-011-1866-8__sample_4073,10.1007/s11664-011-1866-8,https://doi.org/10.1007/s11664-011-1866-8,,4073,(CoSb3)82.16(ZnO)17.84,unknown,p,54,0,0,0,0.6487365639037957,2.583667431091417,1.9349308671876213,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-011-1866-8__sample_4074,10.1007/s11664-011-1866-8,https://doi.org/10.1007/s11664-011-1866-8,,4074,(CoSb3)68.82(ZnO)31.18,unknown,p,54,0,0,0,0.6633979519757455,2.541606803863694,1.8782088518879485,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-011-1890-8__sample_4065,10.1007/s11664-011-1890-8,https://doi.org/10.1007/s11664-011-1890-8,,4065,CeFe4Sb12,unknown,p,21,11,0,4,0.0936756204130705,1.2019123574789092,1.1082367370658388,0.05188341785926499,0.7035382117394143,0.6516547938801494,,,,0.06956405454961438,0.6982967132283024,0.6287326586786881,0.8023499,0.6745014848232903,0.2035104924216025,0.7041734533128788,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-011-1890-8__sample_4066,10.1007/s11664-011-1890-8,https://doi.org/10.1007/s11664-011-1890-8,,4066,CeFe3.9Co0.1Sb12,unknown,p,21,7,2,4,0.08700812856004725,1.079662798558401,0.9926546699983538,0.06960329691094426,0.6698508453453685,0.6002475484344243,0.07106671375609562,0.6725527018771722,0.6014859881210766,0.06718703597455469,0.6672046389365383,0.6000176029619836,0.8136318,0.6052933857515416,0.206347595583925,0.6927500975783445,unknown,no,no,ML_much_worse,primary DOI test sample aggregate
10.1007_s11664-011-1890-8__sample_4067,10.1007/s11664-011-1890-8,https://doi.org/10.1007/s11664-011-1890-8,,4067,CeFe3.8Co0.2Sb12,unknown,p,21,12,3,4,0.08465488794747895,1.0092562538130065,0.9246013658655275,0.06833271622232792,0.6393408001313351,0.5710080839090071,0.1129391437387522,0.5995484488112385,0.4866093050724863,0.09871875649721275,0.6151468348223332,0.5164280783251205,0.8787468,0.8331338903846828,0.3047509046831769,0.8015709438648255,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate
10.1007_s11664-011-1890-8__sample_4068,10.1007/s11664-011-1890-8,https://doi.org/10.1007/s11664-011-1890-8,,4068,CeFe3.7Co0.3Sb12,unknown,p,21,3,0,1,0.09284836636036374,0.9746976713421037,0.88184930498174,0.07753053349177084,0.5966828855207534,0.5191523520289826,,,,0.11653282387964117,0.5768536160294616,0.46032079214982047,0.6832121,0.9897704556943836,0.3751056666947551,0.8864678534529835,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-011-1890-8__sample_4069,10.1007/s11664-011-1890-8,https://doi.org/10.1007/s11664-011-1890-8,,4069,CeFe3.6Co0.4Sb12,unknown,p,21,3,1,1,0.09064891983034545,0.9073464655618988,0.8166975457315533,0.063574504388579,0.5806348002337,0.5170602958451209,0.12827645133806084,0.5425628323023745,0.4142863809643136,0.12039966888463739,0.5457563165338243,0.4253566476491869,0.8306021,0.9371487898619412,0.3799482721077,0.8364415091222552,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate
10.1007_s11664-011-1890-8__sample_4070,10.1007/s11664-011-1890-8,https://doi.org/10.1007/s11664-011-1890-8,,4070,CeFe3.5Co0.5Sb12,unknown,p,21,8,3,8,0.09010274957495663,0.7752405428414366,0.6851377932664799,0.06946961645481159,0.5435223021572816,0.47405268570247,0.10555065662199359,0.5177779084373827,0.4122272518153891,0.06946961645482069,0.5435223021572659,0.47405268570244524,0.8050009,0.8213897266446974,0.3803192665459216,0.8152865657600854,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate
10.1007_s11664-012-1985-x__sample_8517,10.1007/s11664-012-1985-x,https://doi.org/10.1007/s11664-012-1985-x,,8517,Ag0.01Mg2Sn,unknown,p,11,5,0,0,0.1482845745335428,1.107222718491254,0.9589381439577112,0.11425581867436285,0.6494663859618319,0.5352105672874691,,,,,,,0.1285714,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-012-1985-x__sample_8520,10.1007/s11664-012-1985-x,https://doi.org/10.1007/s11664-012-1985-x,,8520,Ag0.03Mg2Sn,unknown,p,8,2,0,0,0.18263943467861468,1.1787553407429883,0.9961159060643736,0.17340018714939287,0.7110723825857972,0.5376721954364043,,,,,,,0.1863354,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-012-1985-x__sample_8521,10.1007/s11664-012-1985-x,https://doi.org/10.1007/s11664-012-1985-x,,8521,Ag0.02Mg2Sn,unknown,p,8,2,0,0,0.17760288318411743,1.169929008606089,0.9923261254219715,0.05802360986347141,0.6671179798112106,0.6090943699477391,,,,,,,0.1689441,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-012-1985-x__sample_8522,10.1007/s11664-012-1985-x,https://doi.org/10.1007/s11664-012-1985-x,,8522,Ag0.005Mg2Sn,unknown,p,6,1,0,0,0.1956063095925869,0.8153719633945559,0.6197656538019689,0.2121876860961944,0.450713309647911,0.2385256235517166,,,,,,,0.05403727,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-012-1987-8__sample_10111,10.1007/s11664-012-1987-8,https://doi.org/10.1007/s11664-012-1987-8,,10111,MnSi1.73,unknown,p,32,3,0,0,0.689447587462475,2.3486313321690653,1.6591837447065902,0.6222523878145104,11.3416409338367,10.71938854602219,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-012-1987-8__sample_10119,10.1007/s11664-012-1987-8,https://doi.org/10.1007/s11664-012-1987-8,,10119,MnSi1.73,unknown,p,13,3,0,1,0.255697742749014,2.8127410584586925,2.5570433157096786,0.10270174475658411,13.7719132618956,13.669211517139015,,,,0.009079164167710123,15.31318967888955,15.30411051472184,,0.0027776940292613,0.0457282236185895,0.0028031442359654,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-012-2021-x__sample_4076,10.1007/s11664-012-2021-x,https://doi.org/10.1007/s11664-012-2021-x,,4076,Ba0.4Co4Sb12,unknown,n,21,12,8,10,0.11428556285247729,0.6254209160998048,0.5111353532473275,0.10679506227009583,0.436320223074415,0.32952516080431915,0.07658787891020363,0.44322367230847504,0.3666357933982714,0.1097602568538785,0.43209241318488756,0.3223321563310091,0.7640486,1.0590467637000502,0.5726267802899134,0.7782755242110599,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate
10.1007_s11664-012-2021-x__sample_4077,10.1007/s11664-012-2021-x,https://doi.org/10.1007/s11664-012-2021-x,,4077,Ba0.4In0.1Co4Sb12,unknown,n,21,13,5,9,0.12297773282871934,0.5917691825186547,0.4687914496899354,0.0859275499055594,0.4472234559955383,0.3612959060899789,0.12301035224405762,0.4338615056262034,0.31085115338214575,0.09111278983057766,0.4478683700853155,0.35675558025473786,0.9257195,1.1429778910422137,0.6406878659312913,0.8733329138260795,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate
10.1007_s11664-012-2021-x__sample_4078,10.1007/s11664-012-2021-x,https://doi.org/10.1007/s11664-012-2021-x,,4078,Ba0.4In0.2Co4Sb12,unknown,n,21,10,4,8,0.11183900833248861,0.47699799489292144,0.36515898656043283,0.07585752615319359,0.4002145498768363,0.3243570237236427,0.0608973983485546,0.4032860918802833,0.3423886935317287,0.07231933409060619,0.3933529757204284,0.3210336416298222,1.115169,1.204517232937346,0.7575826069600302,1.07123448919045,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate
10.1007_s11664-012-2021-x__sample_4079,10.1007/s11664-012-2021-x,https://doi.org/10.1007/s11664-012-2021-x,,4079,Ba0.4In0.3Co4Sb12,unknown,n,21,8,1,4,0.11759232542260337,0.5221853160589688,0.40459299063636545,0.07066519777271829,0.4160543444054816,0.3453891466327633,0.12912652164327143,0.47640205193314544,0.347275530289874,0.09584159747822978,0.4206527600957771,0.32481116261754733,1.160124,1.1379145935865216,0.6841519016074287,1.0170121861728905,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate
10.1007_s11664-012-2021-x__sample_4080,10.1007/s11664-012-2021-x,https://doi.org/10.1007/s11664-012-2021-x,,4080,Ba0.4In0.4Co4Sb12,unknown,n,21,8,3,6,0.11228374681629144,0.7129781668314997,0.6006944200152082,0.13519585655559124,0.4736850587931406,0.33848920223754936,0.10453072711251112,0.5211380737120496,0.41660734659953846,0.10915603244071707,0.49826695721075254,0.38911092477003545,1.173924,1.444310436058548,0.7143022253681484,1.197167768813738,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate
10.1007_s11664-012-2048-z__sample_11441,10.1007/s11664-012-2048-z,https://doi.org/10.1007/s11664-012-2048-z,,11441,Ti0.913265306Ni1.086734694Sn,unknown,n,67,49,19,40,0.4514281663904974,0.9423387008588278,0.4909105344683304,0.2588794676135652,1.470577857580955,1.2116983899673897,0.3112208146889099,1.9144022171755808,1.6031814024866708,0.20912665409740366,1.5739751798333397,1.364848525735936,0.0330243,0.0344419613699734,0.0787634003394388,0.0358980092954549,unknown,no,no,ML_much_worse,primary DOI test sample aggregate
10.1007_s11664-012-2048-z__sample_11442,10.1007/s11664-012-2048-z,https://doi.org/10.1007/s11664-012-2048-z,,11442,TiNi2Sn,unknown,n,18,12,4,10,0.6095970265595191,3.2674397680419576,2.6578427414824386,0.5348768714671382,0.9478337033272074,0.41295683186006915,0.7010474496645978,0.9874225091501982,0.2863750594856005,0.49468750512056464,0.9514098462274239,0.4567223411068592,0.001573989,0.0013819003142892,5.576487207644187e-05,0.0008453936194577,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate
10.1007_s11664-012-2048-z__sample_11470,10.1007/s11664-012-2048-z,https://doi.org/10.1007/s11664-012-2048-z,,11470,Ti0.903265306Y0.01Ni1.086734694Sn0.99Sb0.01,unknown,n,66,37,13,28,0.3485682028630152,0.395825042209148,0.047256839346132784,0.31428747474403707,0.4311072993564898,0.11681982461245272,0.22073304471629956,0.44941158807907655,0.228678543362777,0.30685786974545143,0.43108487508500815,0.12422700533955672,0.1220734,0.1641120952481855,0.1979682805392584,0.1072555440638321,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate
10.1007_s11664-012-2048-z__sample_11471,10.1007/s11664-012-2048-z,https://doi.org/10.1007/s11664-012-2048-z,,11471,Ti0.898265306Y0.15Ni1.086734694Sn0.85Sb0.15,unknown,n,60,33,6,17,0.3468238883667399,0.3468872911450735,6.340277833360997e-05,0.3106025564094811,0.3071473307336953,-0.003455225675785767,0.6426556616157696,0.6384076811787075,-0.004247980437062093,0.3450749908746098,0.3400722492544195,-0.005002741620190321,0.1521726,0.2238184794771655,0.2223390300938338,0.1447213483862988,unknown,no,no,ML_close_to_fitting,primary DOI test sample aggregate
10.1007_s11664-012-2048-z__sample_11472,10.1007/s11664-012-2048-z,https://doi.org/10.1007/s11664-012-2048-z,,11472,Ti0.893265306Y0.02Ni1.086734694Sn0.98Sb0.02,unknown,n,48,12,3,6,0.3719550256094033,0.6067346081708126,0.2347795825614093,0.289820774147352,0.20136131446030311,-0.08845945968704891,0.29001411749622563,0.20124159900749183,-0.0887725184887338,0.27860151995271093,0.20830811714972897,-0.07029340280298196,0.1306349,0.1434158663259212,0.0888010654377845,0.1155275508977368,unknown,no,no,ML_close_to_fitting,primary DOI test sample aggregate
10.1007_s11664-012-2251-y__sample_4090,10.1007/s11664-012-2251-y,https://doi.org/10.1007/s11664-012-2251-y,,4090,Dy0.09Fe0.43Co3.57Sb12.22,unknown,p,20,12,9,12,0.09884381615175651,0.3889510829303686,0.2901072667786121,0.08144339121935645,0.4382599724000354,0.35681658118067894,0.07336294224861212,0.379832118338651,0.3064691760900389,0.08144339121934979,0.43825997240000153,0.35681658118065174,0.4229504,0.3834825556724036,0.5586236905675763,0.431680701039804,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate
10.1007_s11664-012-2251-y__sample_4091,10.1007/s11664-012-2251-y,https://doi.org/10.1007/s11664-012-2251-y,,4091,Dy0.18Fe0.42Co3.58Sb12.26,unknown,p,20,9,5,7,0.09259147551185604,0.5951069763005457,0.5025155007886897,0.07994044201270274,0.8430106822276948,0.763070240214992,0.07316585579086846,0.85495877792216,0.7817929221312916,0.09084658844740794,0.8728891788075169,0.782042590360109,0.3663443,0.3400077601566353,0.6120587230859023,0.3445296020103952,unknown,no,no,ML_much_worse,primary DOI test sample aggregate
10.1007_s11664-012-2251-y__sample_4092,10.1007/s11664-012-2251-y,https://doi.org/10.1007/s11664-012-2251-y,,4092,Dy0.17Fe0.90Co3.10Sb12.30,unknown,p,20,11,6,8,0.1427346899935738,0.32231708382085555,0.17958239382728175,0.1354506306187161,0.3735959944309112,0.2381453638121951,0.07536483210974228,0.33237838170818756,0.2570135495984453,0.09527880729857516,0.36230597009772014,0.26702716279914496,0.4154029,0.3515221273097085,0.4693095026929773,0.4149859704027042,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate
10.1007_s11664-012-2251-y__sample_4093,10.1007/s11664-012-2251-y,https://doi.org/10.1007/s11664-012-2251-y,,4093,Dy0.30Fe0.91Co3.09Sb12.38,unknown,p,20,13,8,10,0.1478187551659878,0.5077195821245173,0.3599008269585295,0.14092014531631353,0.6968405021538194,0.555920356837506,0.1627216130773529,0.7807330808663977,0.6180114677890448,0.15357172558914012,0.7260291358276376,0.5724574102384975,0.6338972,0.5006887654469578,0.8137959800866342,0.6009499351464649,unknown,no,no,ML_much_worse,primary DOI test sample aggregate
10.1007_s11664-012-2251-y__sample_4094,10.1007/s11664-012-2251-y,https://doi.org/10.1007/s11664-012-2251-y,,4094,Dy0.31Fe1.43Co2.57Sb12.36,unknown,p,20,9,3,4,0.1508967471997502,0.17539841461013764,0.02450166741038745,0.09311036318649552,0.09841927005616964,0.0053089068696741265,0.16920651056780536,0.26627560359609387,0.0970690930282885,0.09099879082946039,0.11524343196642003,0.02424464113695965,0.6153908,0.7098663046200309,0.7762620508873743,0.7086011474648982,unknown,no,no,ML_close_to_fitting,primary DOI test sample aggregate
10.1007_s11664-012-2251-y__sample_4095,10.1007/s11664-012-2251-y,https://doi.org/10.1007/s11664-012-2251-y,,4095,Dy0.41Fe1.45Co2.55Sb12.28,unknown,p,20,9,0,3,0.15263864656781762,0.15742546111583053,0.004786814548012913,0.15852035282809993,0.142925882000818,-0.015594470827281937,,,,0.09169778371444932,0.05602212493932868,-0.03567565877512065,0.6676395,0.642010479419814,0.6672269177188397,0.6846671502054662,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-012-2403-0__sample_8588,10.1007/s11664-012-2403-0,https://doi.org/10.1007/s11664-012-2403-0,,8588,Mg2Si,unknown,n,10,4,0,3,0.3146851549176366,0.8622817578764373,0.5475966029588007,0.4514658611427755,0.4454473992412886,-0.00601846190148686,,,,0.36174070695477845,0.5175848379639802,0.1558441310092018,,1.2867438643445368,0.5765491987274497,0.7762720290180968,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-012-2403-0__sample_8589,10.1007/s11664-012-2403-0,https://doi.org/10.1007/s11664-012-2403-0,,8589,Mg2Si,unknown,n,10,4,0,3,0.3588829554341215,1.3699944141412623,1.0111114587071408,0.49818630365848016,0.6006421664650528,0.1024558628065726,,,,0.4571978922637528,0.611568072765651,0.15437018050189816,,1.8543878781100287,0.4943072325031326,1.0640062170171312,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-012-2403-0__sample_8590,10.1007/s11664-012-2403-0,https://doi.org/10.1007/s11664-012-2403-0,,8590,Mg2Si0.8Sn0.2,unknown,n,10,1,0,1,0.2374918687015192,0.5515258348225568,0.3140339661210376,0.10763442525458734,0.4575464363764089,0.3499120111218216,,,,0.10763442525459489,0.45754643637639525,0.34991201112180037,,0.3731995355560349,0.2268615282058624,0.4182137300203563,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-012-2403-0__sample_8591,10.1007/s11664-012-2403-0,https://doi.org/10.1007/s11664-012-2403-0,,8591,Mg2Si0.8Sn0.2,unknown,n,9,3,0,2,0.2088067267043408,1.0477903259108603,0.8389835992065195,0.22538967609854965,0.566754045655646,0.34136436955709637,,,,0.20587923608438025,0.5765621009495818,0.3706828648652016,,1.8321474703600655,0.656203068431513,1.319861418232544,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-012-2410-1__sample_13515,10.1007/s11664-012-2410-1,https://doi.org/10.1007/s11664-012-2410-1,,13515,ZrSe2,unknown,n,21,19,0,2,0.4531355656022027,2.035765780000411,1.5826302143982083,0.37429797992564084,0.8397397709239394,0.4654417909982985,,,,0.34593105512175254,0.8150752345296759,0.46914417940792336,0.06926978,1.0283996464893952,0.141325406954461,1.0286739878360858,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-012-2410-1__sample_13518,10.1007/s11664-012-2410-1,https://doi.org/10.1007/s11664-012-2410-1,,13518,LiZrSe2,unknown,n,19,0,0,0,0.2070427691372772,0.45630030142829936,0.24925753229102215,,,,,,,,,,0.2642432,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-012-2440-8__sample_861,10.1007/s11664-012-2440-8,https://doi.org/10.1007/s11664-012-2440-8,,861,Ba8Cu3.5Ge41In1.5,unknown,n,13,0,0,0,0.2361839368901,1.8513664597004604,1.6151825228103605,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-012-2440-8__sample_862,10.1007/s11664-012-2440-8,https://doi.org/10.1007/s11664-012-2440-8,,862,Ba8Cu3.5Ge41In1.5,unknown,n,13,0,0,0,0.2926893571689376,1.0328526554536606,0.7401632982847229,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-012-2440-8__sample_863,10.1007/s11664-012-2440-8,https://doi.org/10.1007/s11664-012-2440-8,,863,Ba8Cu3.5Ge41In1.5,unknown,n,12,0,0,0,0.1874972722563934,1.508016889251625,1.3205196169952316,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-012-2469-8__sample_351,10.1007/s11664-012-2469-8,https://doi.org/10.1007/s11664-012-2469-8,,351,Pb1Te1I0.00106,unknown,n,8,8,1,1,0.21715639710919069,0.31671146503096814,0.09955506792177746,0.19041450328364679,0.21245519493814252,0.022040691654495737,0.12547040795898012,0.30553280971874763,0.1800624017597675,0.11985977758497293,0.30107738734424594,0.181217609759273,0.4258651,0.2068281724828037,0.1642430183293348,0.2349945692917947,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate
10.1007_s11664-012-2469-8__sample_354,10.1007/s11664-012-2469-8,https://doi.org/10.1007/s11664-012-2469-8,,354,Pb1Te1I0.00033,unknown,n,5,5,0,0,0.19682554285017637,1.1215802477539891,0.9247547049038127,0.16882891415500995,2.0755872241040088,1.9067583099489989,,,,,,,0.3452712,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-012-2469-8__sample_417,10.1007/s11664-012-2469-8,https://doi.org/10.1007/s11664-012-2469-8,,417,Pb1Te1I0.00053,unknown,n,5,5,1,1,0.24666362277064366,0.6515076127242229,0.4048439899535792,0.21533893352284822,0.8843137724328358,0.6689748389099877,0.3774114774137899,0.13784830133004466,-0.23956317608374522,0.29216818498085306,0.2936396980163956,0.0014715130355425488,0.4999067,0.1843662675695228,0.3369494244852443,0.2604662063184256,unknown,no,no,ML_better_than_fitting,primary DOI test sample aggregate
10.1007_s11664-012-2469-8__sample_462,10.1007/s11664-012-2469-8,https://doi.org/10.1007/s11664-012-2469-8,,462,Pb1.024Te1I0.0488,unknown,n,5,5,0,0,0.18758884102328124,0.20668785822661612,0.019099017203334873,0.16878921770258767,0.20222134303065245,0.03343212532806478,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-012-2469-8__sample_466,10.1007/s11664-012-2469-8,https://doi.org/10.1007/s11664-012-2469-8,,466,Pb1Te1I0.0001,unknown,n,8,8,0,0,0.12261949169758145,1.5800924351213808,1.4574729434237994,0.10529992935629923,3.867930975260038,3.762631045903739,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-013-2482-6__sample_9883,10.1007/s11664-013-2482-6,https://doi.org/10.1007/s11664-013-2482-6,,9883,Al0.005Mg2Si,unknown,n,12,0,0,0,0.43017238249402034,1.2448433014220606,0.8146709189280402,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-013-2482-6__sample_9884,10.1007/s11664-013-2482-6,https://doi.org/10.1007/s11664-013-2482-6,,9884,Al0.01Mg2Si,unknown,n,12,0,0,0,0.2890896386874746,0.5207099217796276,0.231620283092153,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-013-2482-6__sample_9885,10.1007/s11664-013-2482-6,https://doi.org/10.1007/s11664-013-2482-6,,9885,Al0.02Mg2Si,unknown,n,12,0,0,0,0.35868757605282503,0.7312556015497503,0.3725680254969253,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-013-2482-6__sample_9886,10.1007/s11664-013-2482-6,https://doi.org/10.1007/s11664-013-2482-6,,9886,Al0.04Mg2Si,unknown,n,12,0,0,0,0.44696417331824695,0.8439657149324545,0.3970015416142076,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-013-2485-3__sample_7091,10.1007/s11664-013-2485-3,https://doi.org/10.1007/s11664-013-2485-3,,7091,Cu0.95Fe1.05S2,unknown,n,41,0,0,0,0.27293336449938016,1.1377821746975043,0.8648488101981242,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-013-2485-3__sample_7092,10.1007/s11664-013-2485-3,https://doi.org/10.1007/s11664-013-2485-3,,7092,Cu0.9Fe1.1S2,unknown,n,27,0,0,0,0.1498553736871938,0.7061614180304154,0.5563060443432216,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate
10.1007_s11664-013-2485-3__sample_7093,10.1007/s11664-013-2485-3,https://doi.org/10.1007/s11664-013-2485-3,,7093,Cu0.8Fe1.2S2,unknown,n,21,0,0,0,0.07546754686995678,0.46774373652751927,0.3922761896575625,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate
